order_id,order_date,ship_date,customer_id,location_id,ship_mode,order_priority
CA-2014-134845,18-04-2014,24-04-2014,SR-20425,LOC-E3F38ACCC1,Standard Class,Medium
US-2013-108504,05-02-2013,05-02-2013,PP-18955,LOC-460A55359D,Same Day,Critical
CA-2014-142034,25-09-2014,29-09-2014,KB-16240,LOC-B5A7279B90,Standard Class,High
CG-2013-6080,09-05-2013,11-05-2013,LC-6885,LOC-EAC309FFF0,First Class,High
IZ-2014-7180,22-08-2014,26-08-2014,DW-3480,LOC-C199E8DA6A,Standard Class,High
US-2014-120166,27-12-2014,31-12-2014,FH-14275,LOC-F28552B62B,Standard Class,High
CM-2013-70,27-05-2013,31-05-2013,AC-660,LOC-5E321A2548,Standard Class,High
IN-2014-71690,11-11-2014,11-11-2014,EJ-13720,LOC-D7C6D25005,Same Day,High
IN-2014-73447,20-08-2014,25-08-2014,RB-19705,LOC-94C4FBF266,Standard Class,Medium
CA-2014-128944,20-06-2014,22-06-2014,KH-16330,LOC-465F65A816,Second Class,High
CA-2012-141243,03-01-2012,08-01-2012,AH-10465,LOC-AD454BD100,Second Class,Medium
ES-2013-5246151,27-09-2013,02-10-2013,EM-14095,LOC-9A94C59DC8,Standard Class,Medium
IN-2013-39413,22-06-2013,26-06-2013,LL-16840,LOC-9D78BD98FE,Standard Class,High
IT-2014-5975833,19-07-2014,23-07-2014,ML-17410,LOC-7085E13812,Standard Class,Medium
ES-2013-2194911,16-10-2013,22-10-2013,MY-17380,LOC-A03DCB7B13,Standard Class,Medium
ID-2011-71648,25-11-2011,29-11-2011,CR-12730,LOC-F69516B3A5,Standard Class,High
IN-2013-28297,24-05-2013,30-05-2013,BO-11350,LOC-257377B6A3,Standard Class,Medium
ES-2012-4227357,16-04-2012,21-04-2012,MG-18145,LOC-DE95663D17,Standard Class,Medium
IN-2013-55555,05-03-2013,09-03-2013,VP-21760,LOC-3C0105F5A0,Standard Class,High
IT-2014-3571683,07-04-2014,12-04-2014,JC-15340,LOC-7E42768736,Standard Class,High
ES-2011-2382517,06-09-2011,10-09-2011,MR-17545,LOC-56E24478D8,Standard Class,High
MX-2014-137400,18-09-2014,18-09-2014,VG-21805,LOC-3E448BEF0A,Same Day,High
IR-2014-4150,15-01-2014,19-01-2014,DM-3015,LOC-35AFCBEC0E,Standard Class,High
ES-2013-1001647,26-06-2013,01-07-2013,DD-13570,LOC-188F96F945,Standard Class,High
US-2011-163965,21-09-2011,25-09-2011,MG-17890,LOC-A5F3724ADF,Standard Class,High
ES-2014-1282315,04-06-2014,07-06-2014,BW-11110,LOC-A01DBC397F,First Class,High
IN-2013-46385,06-09-2013,10-09-2013,SC-20695,LOC-2BFF256CDF,Standard Class,High
MX-2012-109729,02-11-2012,06-11-2012,JK-16120,LOC-82ED065B4A,Standard Class,High
ES-2013-4398455,09-09-2013,14-09-2013,PO-18865,LOC-06F5F4EA86,Standard Class,Medium
CA-2014-153045,20-01-2014,25-01-2014,NS-18505,LOC-0AB8EDF435,Second Class,Medium
ID-2014-23796,21-11-2014,26-11-2014,GT-14710,LOC-C5B84A3C44,Standard Class,Medium
MX-2014-124016,10-12-2014,15-12-2014,AC-10420,LOC-E1E89FB802,Standard Class,Medium
IN-2013-72131,30-10-2013,02-11-2013,KN-16705,LOC-EA95B970BB,Second Class,Critical
ES-2013-2041470,02-07-2013,09-07-2013,AB-10165,LOC-F9D3AFE994,Standard Class,Low
CA-2012-129917,02-10-2012,03-10-2012,HM-14980,LOC-9E8AD9C84C,First Class,High
MO-2013-4260,19-09-2013,25-09-2013,FM-4215,LOC-C1A4B929DF,Standard Class,Low
MX-2012-147823,03-05-2012,09-05-2012,SP-20920,LOC-3ADF16C741,Standard Class,Medium
MX-2014-164105,25-11-2014,28-11-2014,MZ-17335,LOC-A5F3724ADF,First Class,High
IN-2011-62016,12-07-2011,19-07-2011,NM-18520,LOC-3D592A4DA0,Standard Class,Low
IN-2014-16852,18-06-2014,21-06-2014,GW-14605,LOC-791141CE41,First Class,High
MX-2014-149734,30-10-2014,03-11-2014,AR-10570,LOC-4676B12600,Standard Class,High
IN-2014-10566,17-06-2014,22-06-2014,JO-15145,LOC-3552A41609,Standard Class,Medium
CA-2013-168032,30-01-2013,03-02-2013,DF-13135,LOC-CB0EAB33B6,Standard Class,High
CG-2013-2900,28-08-2013,28-08-2013,TC-11535,LOC-DF99FCA714,Same Day,High
US-2011-156762,28-12-2011,30-12-2011,RR-19525,LOC-C0A5F8CB7A,Second Class,High
CA-2012-125976,27-09-2012,02-10-2012,JK-15205,LOC-ADD26CF773,Standard Class,Medium
CA-2014-137596,03-09-2014,08-09-2014,BE-11335,LOC-4AB0836082,Standard Class,Medium
IN-2012-21682,24-11-2012,25-11-2012,VS-21820,LOC-6217C28CA7,First Class,Medium
CA-2013-125220,15-10-2013,20-10-2013,BE-11410,LOC-92777C9C6B,Standard Class,Medium
MX-2012-168697,02-01-2012,04-01-2012,BD-11725,LOC-8D676A5629,First Class,High
ES-2012-2766375,11-05-2012,15-05-2012,EB-13975,LOC-160F278015,Standard Class,High
IN-2013-41569,20-12-2013,25-12-2013,RP-19390,LOC-CB37237FA3,Second Class,Medium
IN-2012-64116,20-11-2012,20-11-2012,AR-10345,LOC-D7C6D25005,Same Day,High
GH-2014-4170,10-07-2014,13-07-2014,DW-3480,LOC-E51EE908AE,First Class,Medium
MX-2013-144295,13-08-2013,18-08-2013,MW-18235,LOC-774370A9C8,Second Class,Medium
ID-2012-82610,13-02-2012,13-02-2012,JL-15850,LOC-3CD6E420A4,Same Day,Critical
IN-2012-47750,15-02-2012,18-02-2012,NG-18430,LOC-791141CE41,First Class,Critical
MX-2013-115532,15-07-2013,15-07-2013,GH-14410,LOC-76ADB7A9CB,Same Day,High
IN-2012-17209,04-12-2012,08-12-2012,SW-20755,LOC-F69516B3A5,Standard Class,Medium
ES-2014-5375927,11-01-2014,18-01-2014,SB-20185,LOC-1212586A68,Standard Class,Low
CG-2011-8550,04-04-2011,07-04-2011,DA-3450,LOC-EAC309FFF0,First Class,Medium
ES-2014-5591557,23-08-2014,25-08-2014,JL-15235,LOC-827E3C0F56,First Class,High
MX-2013-114202,15-06-2013,20-06-2013,TG-21640,LOC-F96EB4BF10,Standard Class,High
TU-2011-660,17-08-2011,19-08-2011,MY-8295,LOC-2CE1D0AC49,First Class,High
IN-2013-76737,04-07-2013,11-07-2013,KF-16285,LOC-6BC5A2F188,Standard Class,Low
IN-2014-62156,26-09-2014,30-09-2014,GM-14455,LOC-04CC738149,Second Class,Medium
ES-2011-1846006,12-09-2011,15-09-2011,DW-13480,LOC-E71501121B,First Class,High
CA-2014-134915,13-11-2014,13-11-2014,EM-14140,LOC-DAAD40ADCB,Same Day,Medium
ES-2012-1462152,18-06-2012,21-06-2012,DB-12910,LOC-A01DBC397F,Second Class,High
US-2014-148831,14-10-2014,16-10-2014,AH-10210,LOC-8B07B04BB4,First Class,High
SF-2012-6960,02-05-2012,04-05-2012,RA-9285,LOC-3282593BE5,First Class,Critical
UP-2014-830,13-12-2014,17-12-2014,NG-8430,LOC-02BC0E1F6D,Second Class,High
ES-2012-1553989,14-04-2012,19-04-2012,CT-11995,LOC-5C57C1DFFB,Standard Class,Medium
ES-2014-3871836,22-07-2014,24-07-2014,JA-15970,LOC-D338414581,Second Class,Medium
IT-2011-5721470,09-06-2011,10-06-2011,RA-19915,LOC-C7B18A1433,First Class,High
SG-2012-2990,27-02-2012,02-03-2012,EH-4005,LOC-5B1EE800D9,Standard Class,High
ES-2013-4846912,29-11-2013,06-12-2013,ML-18040,LOC-54EFD84184,Standard Class,Medium
CA-2014-108574,08-10-2014,12-10-2014,MG-18145,LOC-54A34E5DF3,Standard Class,Medium
ES-2013-3149063,30-05-2013,02-06-2013,BC-11125,LOC-39DB47D3AC,First Class,High
IN-2014-14290,29-09-2014,04-10-2014,SR-20740,LOC-C531D87E8D,Standard Class,High
MX-2013-143000,18-02-2013,22-02-2013,DN-13690,LOC-2BD3A68A7B,Standard Class,Medium
IN-2013-64865,27-06-2013,03-07-2013,AS-10135,LOC-0BD370FC2A,Standard Class,Medium
MX-2014-156867,06-02-2014,10-02-2014,RB-19435,LOC-044F458300,Second Class,High
CA-2012-156566,01-10-2012,04-10-2012,EM-13960,LOC-3113FDF79D,First Class,Medium
CA-2012-120677,31-05-2012,04-06-2012,BD-11320,LOC-D4A79143C2,Standard Class,Medium
IN-2014-43263,07-10-2014,10-10-2014,NM-18445,LOC-9ADEACCA9E,Second Class,Critical
US-2014-117275,10-11-2014,15-11-2014,MC-18130,LOC-0C48045E6A,Second Class,Medium
IN-2014-41485,30-09-2014,02-10-2014,JH-16180,LOC-73F53ACBC2,Second Class,Critical
US-2011-117968,05-08-2011,07-08-2011,RS-19420,LOC-616C8BDCA5,Second Class,High
US-2011-115315,08-11-2011,10-11-2011,LD-17005,LOC-0CAFB522A2,Second Class,Critical
IN-2014-34128,15-04-2014,19-04-2014,KN-16450,LOC-03DC22456F,Standard Class,Medium
ES-2011-2132896,03-05-2011,07-05-2011,MM-18280,LOC-2BB4FCD7ED,Second Class,High
IN-2011-10265,09-08-2011,11-08-2011,KH-16330,LOC-286675DFD8,Second Class,High
MX-2013-120453,24-06-2013,26-06-2013,TB-21175,LOC-C5C1725955,Second Class,Medium
MX-2011-103345,07-06-2011,14-06-2011,DK-12895,LOC-5F98AD9ECD,Standard Class,Medium
IT-2011-1111988,05-12-2011,10-12-2011,XP-21865,LOC-37A7EDFC39,Standard Class,High
IN-2011-67784,09-12-2011,14-12-2011,AO-10810,LOC-EA95B970BB,Standard Class,Medium
NG-2013-1440,13-08-2013,18-08-2013,SC-10680,LOC-44631C6763,Second Class,Medium
MX-2012-113474,29-11-2012,05-12-2012,TS-21430,LOC-418AA17825,Standard Class,Low
ES-2014-4673578,07-05-2014,09-05-2014,RD-19660,LOC-EAA5E2B526,Second Class,High
IN-2013-62296,27-12-2013,27-12-2013,DB-13405,LOC-3C7C147FBA,Same Day,High
CA-2014-154074,01-09-2014,03-09-2014,BW-11110,LOC-59C69650FA,Second Class,High
ES-2013-2700361,03-07-2013,07-07-2013,LC-16930,LOC-979D4A5DEE,Standard Class,Medium
ES-2012-3208808,16-07-2012,19-07-2012,SK-19990,LOC-FD194C855A,First Class,High
ES-2013-3621706,11-10-2013,13-10-2013,CK-12205,LOC-A426CFA049,Second Class,High
ES-2013-4827951,18-04-2013,21-04-2013,DM-12955,LOC-AC6A742C24,Second Class,High
CA-2012-155306,17-04-2012,21-04-2012,GA-14515,LOC-E18DB06109,Standard Class,High
CA-2012-130659,04-12-2012,09-12-2012,MS-17365,LOC-71FEFCBBEE,Second Class,Medium
ES-2013-5885216,04-01-2013,08-01-2013,RM-19375,LOC-9374960872,Standard Class,Medium
SA-2011-3110,07-10-2011,11-10-2011,RL-9615,LOC-9D22E32CD7,Standard Class,High
IN-2011-33589,25-03-2011,26-03-2011,GG-14650,LOC-C6E1C63A73,First Class,Critical
CA-2014-119284,16-06-2014,21-06-2014,TS-21205,LOC-9AB2602FAF,Standard Class,Medium
MX-2014-142825,26-12-2014,30-12-2014,KB-16240,LOC-8D676A5629,Standard Class,Medium
ES-2013-5749942,11-04-2013,13-04-2013,CS-12400,LOC-537E835A58,First Class,Critical
MX-2013-128741,08-11-2013,15-11-2013,NP-18670,LOC-584ECAE7FE,Standard Class,Low
ES-2011-5610862,29-03-2011,30-03-2011,JH-16180,LOC-655C2F1DCD,First Class,Critical
CA-2013-136924,15-07-2013,18-07-2013,ES-14080,LOC-9B34247A36,First Class,Critical
IN-2013-17699,22-08-2013,26-08-2013,TB-21400,LOC-FE5E68F0D9,Standard Class,Medium
IN-2012-29571,27-09-2012,03-10-2012,MD-17860,LOC-81DD607762,Standard Class,Medium
TU-2012-800,11-08-2012,15-08-2012,MA-7560,LOC-C527FA626C,Second Class,High
UP-2012-5960,15-11-2012,17-11-2012,HG-4845,LOC-611E0D64C6,Second Class,Critical
ES-2011-4240706,22-04-2011,26-04-2011,BS-11590,LOC-F6B40F73C1,Standard Class,High
MX-2014-130890,25-09-2014,29-09-2014,MH-17290,LOC-75EF952A9E,Standard Class,High
IT-2012-4790620,22-12-2012,24-12-2012,MG-17680,LOC-482CC9AFBD,Second Class,High
ES-2013-2062612,30-11-2013,04-12-2013,CC-12685,LOC-8621BD0FBD,Standard Class,Medium
CA-2012-153381,24-09-2012,28-09-2012,DE-13255,LOC-56DEB5EC97,Standard Class,Medium
MX-2012-117429,13-04-2012,15-04-2012,CP-12085,LOC-774370A9C8,First Class,High
ID-2013-67539,31-10-2013,05-11-2013,BV-11245,LOC-B700F8AF22,Standard Class,High
PL-2013-6230,16-10-2013,22-10-2013,PB-8805,LOC-47DCFD005B,Standard Class,Medium
CA-2013-112585,31-07-2013,03-08-2013,RW-19630,LOC-E18DB06109,First Class,Medium
IN-2011-51943,10-06-2011,13-06-2011,AR-10345,LOC-61342CA94B,First Class,Critical
IN-2011-42759,19-08-2011,19-08-2011,TH-21235,LOC-417D344AC9,Same Day,High
CA-2014-142090,01-12-2014,08-12-2014,SC-20380,LOC-8A538C7B78,Standard Class,Medium
ES-2013-5802089,16-12-2013,19-12-2013,DP-13000,LOC-AC6A742C24,First Class,Critical
IN-2014-42808,06-11-2014,11-11-2014,PB-18805,LOC-20317BE44D,Standard Class,Medium
ES-2012-5327329,10-09-2012,15-09-2012,EB-14110,LOC-5C57C1DFFB,Standard Class,High
MX-2014-160255,10-10-2014,13-10-2014,KD-16270,LOC-E93EBB587D,First Class,Medium
IN-2013-50074,07-01-2013,11-01-2013,MV-18190,LOC-BF749D2307,Standard Class,Medium
US-2012-108567,14-09-2012,19-09-2012,LS-17245,LOC-7B5D853C8E,Standard Class,Medium
ID-2014-16474,29-08-2014,03-09-2014,FH-14365,LOC-37CD67756B,Standard Class,Medium
MX-2013-145303,12-04-2013,14-04-2013,DL-13330,LOC-798A861B6E,First Class,High
MX-2011-130148,13-06-2011,18-06-2011,AW-10840,LOC-02B492F293,Standard Class,Medium
IN-2011-78263,16-02-2011,21-02-2011,BF-11215,LOC-CB11DA9448,Standard Class,Medium
US-2014-133200,07-05-2014,12-05-2014,DB-13555,LOC-10E8A53937,Standard Class,High
IT-2014-4213586,09-12-2014,13-12-2014,CR-12730,LOC-54EFD84184,Standard Class,High
ES-2012-3424900,13-09-2012,15-09-2012,NS-18505,LOC-3F705F8D42,First Class,Critical
CA-2012-161452,05-04-2012,11-04-2012,CA-11965,LOC-B0EBECA5ED,Standard Class,Low
IT-2012-4844477,03-12-2012,07-12-2012,SS-20140,LOC-904702D402,Standard Class,High
ID-2014-48961,10-11-2014,15-11-2014,BT-11440,LOC-37CD67756B,Standard Class,Medium
IN-2014-46875,11-09-2014,12-09-2014,AP-10915,LOC-B3626314C2,First Class,Medium
MX-2014-160311,04-07-2014,08-07-2014,MP-17965,LOC-3213C04E19,Standard Class,Medium
MX-2011-158491,12-11-2011,14-11-2011,TT-21070,LOC-CC56702B70,Second Class,Critical
IR-2014-7430,19-09-2014,24-09-2014,JC-5385,LOC-82486D5E89,Second Class,Medium
CA-2014-152135,17-03-2014,19-03-2014,MG-17650,LOC-B67430AD9E,Second Class,Critical
SA-2011-1130,01-11-2011,02-11-2011,HR-4770,LOC-E221086F37,First Class,Medium
ZA-2014-7540,15-09-2014,21-09-2014,DB-3615,LOC-461C1B2FC5,Standard Class,Medium
ES-2011-1611223,24-11-2011,26-11-2011,TB-21625,LOC-4CB920B769,First Class,High
MX-2012-126326,03-10-2012,05-10-2012,RF-19840,LOC-0655D9BD8A,Second Class,High
MX-2013-118990,22-10-2013,25-10-2013,ME-18010,LOC-A4AD92EA17,First Class,Medium
ID-2013-74007,28-11-2013,05-12-2013,MS-17770,LOC-D889CC6F24,Standard Class,Medium
ID-2012-86957,23-03-2012,28-03-2012,BM-11785,LOC-F3E5858254,Standard Class,High
IN-2013-79530,20-05-2013,24-05-2013,AA-10645,LOC-791141CE41,Standard Class,High
MX-2014-145366,25-11-2014,29-11-2014,HL-15040,LOC-C18DF88003,Standard Class,Medium
PL-2014-9640,21-06-2014,25-06-2014,JK-6120,LOC-19AFDFA038,Second Class,Medium
ES-2014-4363806,04-08-2014,07-08-2014,SS-20590,LOC-FD5E0C1CA8,First Class,Medium
CA-2011-121629,28-11-2011,02-12-2011,BT-11680,LOC-E76A21A986,Standard Class,High
IN-2013-61127,21-12-2013,26-12-2013,KB-16585,LOC-3E08BFED19,Standard Class,Medium
US-2011-165659,01-06-2011,06-06-2011,LT-17110,LOC-6132A794A8,Standard Class,High
ID-2012-74630,08-06-2012,10-06-2012,SB-20185,LOC-C7794E2642,Second Class,High
ES-2011-3862536,09-06-2011,09-06-2011,HD-14785,LOC-BB63403CFE,Same Day,Critical
CA-2011-136399,16-12-2011,17-12-2011,CC-12100,LOC-C7CDAA6C06,First Class,High
IN-2014-48611,13-08-2014,18-08-2014,SC-20380,LOC-6AA66F7C06,Standard Class,Medium
IN-2014-66965,16-04-2014,21-04-2014,EG-13900,LOC-562BA13087,Standard Class,Medium
ID-2011-83982,23-05-2011,26-05-2011,SW-20455,LOC-34952E93B3,Second Class,Medium
ES-2014-5249912,16-12-2014,23-12-2014,SD-20485,LOC-420F86EC51,Standard Class,Medium
ID-2013-38748,24-06-2013,28-06-2013,MJ-17740,LOC-8FAEF889FB,Standard Class,High
ES-2013-1183139,08-07-2013,10-07-2013,TB-21190,LOC-7E42768736,Second Class,Critical
MO-2014-4870,16-01-2014,20-01-2014,GH-4425,LOC-201146F824,Standard Class,High
IN-2014-51222,03-11-2014,06-11-2014,MO-17800,LOC-E3F919C22B,First Class,Medium
MX-2013-136826,19-09-2013,23-09-2013,MM-18055,LOC-589AE40A95,Second Class,Medium
MX-2011-155257,13-07-2011,15-07-2011,JH-16180,LOC-2BD08D33F0,First Class,High
ES-2014-4489967,29-10-2014,02-11-2014,TH-21100,LOC-E878E31AD1,Standard Class,High
ES-2013-3948146,13-11-2013,18-11-2013,AG-10390,LOC-D60CDC97BD,Standard Class,High
IT-2012-5602177,30-08-2012,02-09-2012,AA-10480,LOC-B70C351136,Second Class,Medium
ES-2012-1951025,20-04-2012,23-04-2012,MG-18205,LOC-0ED2B0EB2B,First Class,Critical
MX-2012-124401,08-02-2012,10-02-2012,SB-20185,LOC-E93EBB587D,Second Class,High
IT-2013-3657245,11-01-2013,15-01-2013,AG-10675,LOC-9A419DC158,Standard Class,High
ES-2012-2814022,18-09-2012,23-09-2012,MY-18295,LOC-25908B7E89,Standard Class,Medium
SF-2014-9660,23-04-2014,23-04-2014,GB-4575,LOC-9A7F9DCD03,Same Day,High
IT-2014-2700287,18-10-2014,22-10-2014,PA-19060,LOC-CF1EF65A3C,Standard Class,Medium
SF-2013-9550,10-09-2013,14-09-2013,CA-2775,LOC-6D56C91810,Standard Class,High
ES-2012-2223892,22-09-2012,24-09-2012,KE-16420,LOC-05A706239E,First Class,High
MX-2012-148054,21-09-2012,24-09-2012,CV-12295,LOC-CC56702B70,Second Class,High
ES-2013-1012206,06-03-2013,08-03-2013,PG-18895,LOC-C89637956E,First Class,High
IT-2012-3898224,23-10-2012,27-10-2012,Dl-13600,LOC-299AFD9170,Second Class,High
IN-2014-63206,20-06-2014,26-06-2014,DV-13465,LOC-E0CEFFBDB1,Standard Class,Low
ES-2014-5467236,04-12-2014,05-12-2014,SP-20545,LOC-8EB013557A,First Class,High
IN-2012-40225,04-05-2012,10-05-2012,HJ-14875,LOC-BF749D2307,Standard Class,Low
NI-2012-3590,10-09-2012,12-09-2012,PO-9180,LOC-792EA3FC2D,First Class,Critical
IN-2012-35850,09-05-2012,12-05-2012,JM-15265,LOC-EA95B970BB,First Class,High
ID-2013-80314,03-10-2013,03-10-2013,CK-12205,LOC-4ECBEF8304,Same Day,Medium
ES-2014-3856656,23-04-2014,28-04-2014,AB-10015,LOC-100A472645,Standard Class,Medium
ES-2013-2934598,12-07-2013,16-07-2013,CC-12100,LOC-71D62279AB,Standard Class,High
US-2014-152744,24-01-2014,29-01-2014,NC-18535,LOC-5F98AD9ECD,Second Class,Medium
IN-2014-48814,23-12-2014,30-12-2014,ME-17320,LOC-F3C7F74D57,Standard Class,Low
CA-2011-153850,24-11-2011,29-11-2011,TH-21100,LOC-01553EDED4,Standard Class,Medium
CG-2014-3470,04-08-2014,09-08-2014,GZ-4470,LOC-0BF68F14CF,Second Class,Medium
ES-2012-1787346,10-09-2012,17-09-2012,BF-11170,LOC-B329B4C7BF,Standard Class,Low
CA-2012-124975,22-06-2012,25-06-2012,MG-17875,LOC-3060DB38EA,First Class,Medium
MX-2012-131527,10-08-2012,13-08-2012,MC-17635,LOC-D313F1FE57,Second Class,Critical
ID-2012-78515,25-10-2012,29-10-2012,CC-12685,LOC-BF749D2307,Standard Class,Medium
ID-2014-43690,25-05-2014,29-05-2014,LS-16945,LOC-C4990CCFF0,Standard Class,High
ES-2014-5665621,02-09-2014,06-09-2014,JE-15745,LOC-BF85EC930D,Standard Class,Medium
ZA-2013-8130,04-09-2013,10-09-2013,JK-5730,LOC-461C1B2FC5,Standard Class,Medium
US-2011-133130,21-04-2011,24-04-2011,AR-10570,LOC-A5F3724ADF,First Class,High
ES-2012-4899743,19-06-2012,26-06-2012,AJ-10945,LOC-EAA5E2B526,Standard Class,Medium
IN-2012-48338,15-11-2012,20-11-2012,JJ-15760,LOC-BF749D2307,Standard Class,High
ID-2012-85053,21-11-2012,23-11-2012,TS-21505,LOC-A88ACB9444,Second Class,High
ES-2014-1181938,12-02-2014,16-02-2014,AB-10015,LOC-6597DCCCFA,Standard Class,Medium
MX-2012-134978,13-06-2012,15-06-2012,DM-12955,LOC-14FFF255D0,First Class,High
IT-2013-4649004,31-05-2013,06-06-2013,BF-11080,LOC-37A7EDFC39,Standard Class,Low
US-2013-164119,15-11-2013,21-11-2013,TC-20980,LOC-A5F3724ADF,Standard Class,Medium
IN-2013-48394,25-05-2013,27-05-2013,RB-19570,LOC-D84A39D72E,Second Class,Critical
MX-2011-118780,07-06-2011,10-06-2011,DB-13210,LOC-3ADF16C741,First Class,Critical
IN-2011-33904,13-10-2011,19-10-2011,RR-19315,LOC-CB11DA9448,Standard Class,Medium
IN-2012-10013,17-10-2012,22-10-2012,JM-15250,LOC-4ECBEF8304,Standard Class,Medium
MX-2014-109064,13-08-2014,20-08-2014,AB-10255,LOC-3E0459041D,Standard Class,Medium
US-2012-165512,24-05-2012,26-05-2012,VS-21820,LOC-515994BDEC,Second Class,High
US-2014-140410,27-06-2014,01-07-2014,KB-16600,LOC-13FA1EDCB3,Standard Class,Medium
US-2014-167318,27-07-2014,02-08-2014,GZ-14545,LOC-B0EBECA5ED,Standard Class,Medium
IN-2013-25112,13-07-2013,15-07-2013,Co-12640,LOC-FE5E68F0D9,First Class,High
ES-2014-2039034,07-04-2014,11-04-2014,JW-15220,LOC-A3095428A7,Standard Class,Medium
ES-2014-2943839,21-06-2014,23-06-2014,BM-11650,LOC-B1D255F49F,Second Class,High
MX-2014-156916,08-08-2014,10-08-2014,SW-20755,LOC-5EAE4B387D,Second Class,Critical
IN-2014-70738,17-12-2014,23-12-2014,RB-19465,LOC-FE5CD1E953,Standard Class,Medium
MG-2014-9160,09-07-2014,11-07-2014,AM-360,LOC-E855C8B311,Second Class,Critical
ID-2013-12624,29-08-2013,02-09-2013,JJ-15760,LOC-C6E1C63A73,Second Class,Medium
ID-2014-15186,16-04-2014,23-04-2014,JK-15730,LOC-37CD67756B,Standard Class,Medium
ES-2014-5317155,10-01-2014,14-01-2014,AS-10285,LOC-29378EB64C,Standard Class,Medium
CA-2011-107818,08-09-2011,14-09-2011,MC-17275,LOC-61C4FDEB1E,Standard Class,Low
IN-2014-37040,26-03-2014,30-03-2014,CJ-11875,LOC-6EFD222EF6,Standard Class,High
MX-2011-104892,24-11-2011,28-11-2011,DP-13105,LOC-5F98AD9ECD,Standard Class,Medium
CA-2013-152247,08-11-2013,13-11-2013,MA-17995,LOC-490ADDBC5E,Standard Class,Medium
CA-2012-9650,07-06-2012,11-06-2012,AA-480,LOC-279F8FE299,Standard Class,Medium
US-2014-135503,03-07-2014,05-07-2014,BW-11200,LOC-CE70ACCBBC,Second Class,High
ES-2012-2677676,02-06-2012,06-06-2012,DB-13615,LOC-2CF6808292,Standard Class,High
ES-2012-3750420,03-12-2012,08-12-2012,MG-17680,LOC-4CB920B769,Standard Class,High
IN-2014-75918,03-09-2014,06-09-2014,BS-11665,LOC-21943947C9,First Class,Critical
ID-2014-56752,15-07-2014,20-07-2014,DB-13660,LOC-8AC8CD498A,Standard Class,Medium
IN-2013-34268,04-03-2013,09-03-2013,LC-16870,LOC-77BBC0A12B,Standard Class,Medium
ES-2013-2310454,13-06-2013,15-06-2013,RA-19885,LOC-8351B0F38B,Second Class,High
ID-2013-35080,17-05-2013,21-05-2013,RD-19720,LOC-FEFF81FF36,Standard Class,High
MX-2011-148495,17-11-2011,20-11-2011,SM-20950,LOC-3ADF16C741,First Class,High
MX-2012-105718,25-09-2012,01-10-2012,JG-15160,LOC-D492418262,Standard Class,Medium
CA-2013-164399,13-11-2013,16-11-2013,DW-13480,LOC-2959562E70,First Class,Medium
CA-2012-119879,21-11-2012,25-11-2012,SS-20410,LOC-11876EEFCD,Standard Class,Medium
IN-2013-37222,30-12-2013,01-01-2014,Dl-13600,LOC-562BA13087,Second Class,High
IN-2012-59433,07-03-2012,10-03-2012,MZ-17335,LOC-4ECBEF8304,First Class,High
IT-2014-4180265,22-08-2014,24-08-2014,LW-16990,LOC-622E4868D2,Second Class,High
ES-2013-5365330,10-06-2013,11-06-2013,TB-21595,LOC-C1A088285C,First Class,High
ES-2011-1640672,02-02-2011,05-02-2011,KH-16630,LOC-7F560D2DA7,First Class,High
MX-2011-111255,04-01-2011,09-01-2011,RA-19915,LOC-9BA88C83C6,Second Class,Medium
ES-2014-1035204,28-08-2014,30-08-2014,MG-17875,LOC-35E3E2E2BC,Second Class,High
US-2013-139283,03-10-2013,07-10-2013,DV-13045,LOC-6A9021FF33,Second Class,High
MX-2014-103758,25-09-2014,29-09-2014,TA-21385,LOC-D067A2A85E,Standard Class,Medium
CA-2014-147207,03-01-2014,05-01-2014,TS-21655,LOC-F0F56D0FC9,Second Class,High
MX-2011-127782,26-07-2011,31-07-2011,MC-17425,LOC-556D45D753,Standard Class,High
MX-2013-151617,12-07-2013,12-07-2013,DL-13495,LOC-E93EBB587D,Same Day,High
ES-2012-1484906,25-12-2012,28-12-2012,CD-11980,LOC-FA3F53A89A,Second Class,High
MX-2014-145527,03-10-2014,04-10-2014,DB-13360,LOC-27FAB72073,First Class,High
IN-2014-67007,06-09-2014,08-09-2014,JP-15460,LOC-7095600527,First Class,Critical
IN-2013-82771,19-09-2013,19-09-2013,KD-16495,LOC-DC8D0F35C7,Same Day,High
IN-2011-47589,20-07-2011,22-07-2011,TH-21550,LOC-562BA13087,First Class,Critical
US-2011-137869,28-03-2011,02-04-2011,CV-12295,LOC-77EB09185E,Standard Class,Medium
ES-2014-5631536,06-10-2014,10-10-2014,EM-14200,LOC-482872DF95,Standard Class,High
IT-2014-5928156,17-02-2014,18-02-2014,BT-11440,LOC-2751262FC1,First Class,Medium
IN-2011-46728,18-05-2011,20-05-2011,KB-16600,LOC-22B1461931,Second Class,High
AU-2012-6590,12-04-2012,14-04-2012,SK-9990,LOC-572E7CD1FA,Second Class,High
ES-2014-4296634,27-12-2014,02-01-2015,HM-14860,LOC-7E5553DECF,Standard Class,Low
ES-2012-1307059,27-10-2012,31-10-2012,JH-16180,LOC-488757C7CD,Standard Class,High
SU-2014-4440,06-09-2014,11-09-2014,BD-1725,LOC-51B0807F17,Standard Class,Medium
